,region,new,price,bedrm,bth,sqft,crime,typ_val,val_pct,typ_sqft,sqft_pct,eschl,mschl,hschl,bsmnt,gas,forsdair,elctric,solar,dayonmark,yrbuilt,update,stories,n_rooms,garage,pp_sqft,roof,floors,exterior,lot_sz,prk_spc,parking,hoa_fee,sec_sys,pool,list_cnt,assess
7229 Shaftesbury Ave,Saint Louis,0,219900.0,2,3,1372,1,216990.0,1.0,143.0,12.0,1,1,1,0,1,1,0,0,85.0,1929.0,0,2,5,1,160.0,1,2,5,6708.0,2.2,3,0,0,0,11,0
7233 Cornell Ave,Saint Louis,0,489000.0,4,4,2764,1,216990.0,125.0,143.0,24.0,1,1,1,0,1,1,0,0,45.0,1931.0,1,2,8,1,177.0,1,2,5,5575.0,2.0,3,25,0,0,1,0
7246 Arsenal St,Saint Louis,0,349900.0,3,3,1950,1,198492.0,76.0,167.0,7.0,1,1,1,1,1,1,0,0,13.0,1899.0,1,2,6,1,179.0,1,2,7,5662.0,1.0,3,0,0,0,4,0
7246 Arsenal St,Saint Louis,0,349900.0,3,3,1950,1,198492.0,76.0,167.0,7.0,1,1,1,1,1,1,0,0,13.0,1899.0,1,2,6,1,179.0,1,0,7,5662.0,1.0,3,0,0,0,4,0
725 Corbin Ter,Kansas City,1,640000.0,3,3,2097,2,254795.0,151.0,194.0,57.0,1,1,1,0,1,1,0,0,5.0,1911.0,0,2,6,1,305.0,1,6,8,3728.0,2.0,3,115,0,0,1,0
725 E Division St,Springfield,0,67500.0,2,1,864,2,117917.0,-43.0,93.0,-16.0,1,2,1,1,0,1,0,0,66.0,1926.0,0,1,4,1,78.0,1,2,8,3049.0,1.0,3,0,0,0,1,0
725 Graeser Rd,Saint Louis,0,1390000.0,4,5,4085,1,495319.0,181.0,198.0,72.0,2,1,1,0,1,1,0,0,152.0,1924.0,0,1,5,1,340.0,1,2,3,4085.0,3.0,3,0,0,0,1,0
725 S Central St,Columbia,1,159000.0,2,2,1124,1,163630.0,-3.0,108.0,31.0,2,0,1,0,0,1,1,0,43.0,2018.0,0,2,4,0,141.0,2,0,8,6000.0,2.2,2,0,0,0,6,0
725 Ward Pkwy,Kansas City,0,3150000.0,4,7,7812,1,371379.0,748.0,246.0,64.0,2,1,1,1,1,1,0,0,180.0,2002.0,0,1,11,1,403.0,3,0,5,7812.0,4.0,3,27,0,0,3,0
7250 Colgate Ave,Saint Louis,0,264000.0,3,2,1772,1,216990.0,22.0,143.0,4.0,1,1,1,0,1,1,0,0,16.0,1934.0,0,2,7,1,149.0,1,2,5,5270.0,2.0,3,22,0,0,1,1
728 E 72nd Ter,Kansas City,0,229500.0,4,2,1311,1,186241.0,23.0,141.0,24.0,2,1,1,1,1,1,0,0,69.0,1925.0,0,1,6,1,175.0,1,2,7,5850.0,1.0,1,0,0,0,6,0
728 NE 45th St,Kansas City,0,110000.0,2,1,704,4,181427.0,-39.0,248.0,-37.0,1,1,1,0,1,1,0,0,38.0,1950.0,0,1,6,0,156.0,1,2,7,6969.0,2.2,0,0,0,0,1,0
728 W 121st St,Kansas City,0,335000.0,3,3,2452,1,318527.0,5.0,148.0,-8.0,1,1,1,1,0,1,1,0,14.0,1969.0,0,2,14,1,137.0,1,0,7,2452.0,2.0,3,12,0,0,9,0
729 Corbin Ter,Kansas City,1,640000.0,3,3,2077,2,254795.0,151.0,194.0,59.0,1,1,1,0,1,1,0,0,2.0,1910.0,0,2,6,1,308.0,1,6,8,3728.0,2.0,3,115,0,0,1,0
729 Corbin Ter,Kansas City,1,640000.0,3,3,2077,2,254795.0,151.0,194.0,59.0,1,1,1,0,1,1,0,0,4.0,1910.0,0,2,6,1,308.0,1,6,8,3728.0,2.0,3,115,0,0,1,0
729 Woods Of Ladue Ln,Saint Louis,0,1050000.0,4,4,4887,1,915801.0,15.0,275.0,-22.0,2,1,1,0,1,1,0,0,141.0,2017.0,0,1,9,1,215.0,1,2,5,4887.0,2.0,3,525,0,0,1,1
7306 Walnut St,Kansas City,0,324900.0,4,2,1,1,227344.0,43.0,167.0,194451.0,2,1,1,1,1,1,0,0,13.0,1931.0,0,1,6,1,324900.0,1,0,0,6716.0,1.0,3,0,0,0,11,0
7310 Elm Ave,Kansas City,1,115000.0,3,2,864,1,149973.0,-23.0,116.0,15.0,1,1,1,1,1,1,0,0,104.0,1953.0,0,1,6,1,133.0,1,0,7,7405.0,4.0,3,4,0,0,7,0
7313 Hardy Ave,Kansas City,0,175000.0,3,2,1696,1,149973.0,17.0,116.0,-11.0,1,1,1,1,1,1,0,0,39.0,1960.0,0,1,8,1,103.0,1,0,0,8258.0,2.0,1,0,1,0,21,0
7321 Michigan Ave,Saint Louis,0,86000.0,3,1,2382,3,88071.0,-2.0,77.0,-53.0,2,1,1,0,1,1,0,0,81.0,1896.0,0,2,4,0,36.0,1,2,0,3571.0,2.2,0,0,0,0,5,0
7326 Tracy Ave,Kansas City,0,139900.0,3,2,1123,1,186241.0,-25.0,141.0,-12.0,1,1,1,1,1,1,0,0,70.0,1949.0,1,1,5,0,125.0,1,0,0,5601.0,2.2,0,0,0,0,15,0
733 N Forest Ave,Springfield,0,115000.0,4,2,1842,1,129720.0,-11.0,125.0,-50.0,1,2,1,0,1,1,1,0,58.0,1965.0,1,1,6,1,62.0,1,7,7,9583.0,1.0,3,0,0,0,1,0
7335 Virginia Ave,Saint Louis,0,159900.0,3,2,1698,3,88071.0,82.0,77.0,22.0,2,1,1,0,1,1,1,0,20.0,1893.0,1,2,5,0,94.0,1,0,5,4922.0,2.2,0,0,0,0,3,0
7335 Virginia Ave,Saint Louis,0,159900.0,3,2,1698,3,88071.0,82.0,77.0,22.0,2,1,1,0,1,1,1,0,20.0,1893.0,1,2,5,0,94.0,1,7,5,4922.0,2.2,0,0,0,0,3,0
7345 Tracy Ave,Kansas City,0,175000.0,3,1,2772,1,186241.0,-6.0,141.0,-55.0,1,1,1,1,1,1,0,0,26.0,1925.0,0,1,4,1,63.0,1,0,6,6459.0,1.0,1,0,0,0,1,0
7362 La Veta Ave,Saint Louis,0,369900.0,3,2,2161,1,299165.0,24.0,198.0,-14.0,2,1,1,0,1,1,0,0,129.0,1921.0,1,1,8,0,171.0,1,2,7,5314.0,2.2,0,0,0,0,8,0
7365 N Lamar Dr,Kansas City,0,429950.0,4,3,2500,1,288959.0,49.0,157.0,10.0,1,2,1,0,1,1,0,0,137.0,2001.0,0,1,7,1,172.0,1,2,5,2500.0,3.0,3,8,0,0,1,0
740 N Taylor Ave,Saint Louis,0,1600000.0,5,6,5916,1,375401.0,326.0,218.0,24.0,1,1,1,0,1,0,0,0,180.0,2001.0,0,1,11,1,270.0,1,0,5,5916.0,3.0,3,0,0,0,3,0
7400 Murdoch Ave,Saint Louis,1,199900.0,3,2,1458,1,289575.0,-31.0,198.0,-31.0,1,2,1,0,1,1,0,0,3.0,1951.0,0,2,6,0,137.0,1,0,0,1458.0,1.0,2,0,0,0,1,0
7409 Forest Ave,Kansas City,0,139900.0,3,2,1331,2,186241.0,-25.0,141.0,-25.0,1,1,1,1,1,1,0,0,50.0,1929.0,0,1,5,0,105.0,1,0,7,6594.0,2.2,0,0,0,0,6,0
7409 Forest Ave,Kansas City,0,139900.0,3,2,1331,2,186241.0,-25.0,141.0,-25.0,1,1,1,1,1,1,0,0,52.0,1929.0,0,1,5,0,105.0,1,0,7,6594.0,2.2,0,0,0,0,6,0
7409 Victory Ct,Saint Louis,1,69900.0,3,1,936,1,47819.0,46.0,46.0,62.0,0,1,1,1,0,1,0,0,99.0,1941.0,1,1,6,0,75.0,1,0,5,6141.0,2.0,0,0,1,0,1,0
7409 Warwick Dr,Saint Louis,0,189000.0,3,2,1892,1,50139.0,277.0,49.0,104.0,0,0,1,1,1,1,0,0,35.0,1937.0,0,2,9,1,100.0,4,2,0,650.0,2.2,3,0,1,0,6,0
7413 Wise Ave,Saint Louis,0,859900.0,5,5,3488,1,299165.0,187.0,198.0,25.0,1,1,1,0,1,1,0,0,11.0,1900.0,1,2,5,1,247.0,2,2,1,7901.0,2.0,3,0,0,0,1,0
7415 Esterbrook Dr,Saint Louis,0,61500.0,3,1,1008,3,47819.0,29.0,46.0,33.0,0,1,1,0,1,1,0,0,134.0,1946.0,0,1,6,1,61.0,1,0,4,4791.0,1.0,2,0,0,0,10,0
7415 N Granby Ave,Kansas City,0,319000.0,4,3,2239,2,248362.0,28.0,147.0,-3.0,1,2,1,1,1,1,0,0,69.0,1990.0,1,2,7,1,142.0,1,2,8,10776.0,2.0,3,38,0,0,2,0
7419 Harrison St,Kansas City,0,221000.0,4,3,2024,2,186241.0,19.0,141.0,-23.0,2,1,1,1,1,1,0,0,180.0,1958.0,0,2,7,1,109.0,1,0,6,7211.0,2.2,3,7,0,0,0,1
7420 N Strathbury Ave,Kansas City,0,399250.0,5,3,2451,1,248362.0,61.0,147.0,11.0,1,2,1,0,1,1,0,0,43.0,2020.0,0,2,8,1,163.0,1,7,5,2451.0,3.0,3,41,0,0,1,0
7435 Stratford Ave,Saint Louis,0,949000.0,4,4,4192,1,216990.0,337.0,143.0,58.0,1,1,1,1,1,1,0,0,78.0,2004.0,0,1,9,1,226.0,3,7,5,5227.0,2.0,3,4,1,0,1,0
7441 Elm Ave,Saint Louis,0,229900.0,3,2,1511,3,198492.0,16.0,167.0,-9.0,2,1,1,1,1,1,0,0,30.0,1910.0,1,1,10,1,152.0,3,2,5,4922.0,1.0,3,0,0,0,5,0
7444 Summit St,Kansas City,0,299900.0,3,3,1998,1,227344.0,32.0,167.0,-10.0,2,1,1,1,0,1,0,0,154.0,1919.0,0,2,6,1,150.0,1,0,6,1998.0,2.0,3,0,0,0,4,1
7450 NW Chambers Ct,Kansas City,0,423950.0,4,3,2431,1,288959.0,47.0,157.0,11.0,1,2,1,0,1,1,0,0,22.0,2020.0,0,1,7,1,174.0,1,6,6,9583.0,3.0,3,173,0,0,5,0
7450 NW Douglas Ct,Kansas City,0,440685.0,4,3,2419,1,288959.0,53.0,157.0,16.0,1,2,1,0,1,0,0,0,79.0,2020.0,0,1,7,1,182.0,1,2,5,2419.0,3.0,3,41,0,1,1,0
7451 Stanford Ave,Saint Louis,0,359900.0,3,2,2028,1,216990.0,66.0,143.0,24.0,1,1,1,0,1,1,0,0,23.0,1937.0,0,2,7,1,177.0,5,2,5,4965.0,2.0,3,0,0,0,2,0
7460 NW Chambers Ct,Kansas City,0,414950.0,4,3,2329,1,288959.0,44.0,157.0,13.0,1,2,1,0,1,1,0,0,22.0,2001.0,0,1,7,1,178.0,1,6,6,8276.0,3.0,3,173,0,0,3,0
747 Edwin Ave,Saint Louis,0,524900.0,4,4,2580,1,375401.0,40.0,218.0,-7.0,1,1,1,0,1,1,0,0,180.0,1941.0,0,1,8,1,203.0,1,2,7,2580.0,1.0,3,0,0,0,1,0
7470 NW Chambers Ct,Kansas City,0,399950.0,3,2,1728,1,288959.0,38.0,157.0,47.0,1,2,1,0,1,1,0,0,22.0,1996.0,0,1,5,1,231.0,1,6,5,8276.0,3.0,3,173,0,0,3,0
7475 NW Douglas Ct,Kansas City,0,444900.0,4,3,2759,1,288959.0,54.0,157.0,3.0,1,2,1,0,1,1,0,0,109.0,2017.0,0,1,7,1,161.0,1,0,5,2759.0,3.0,3,41,0,1,1,0
7495 NW Chambers Ct,Kansas City,0,379950.0,4,3,2329,1,288959.0,31.0,157.0,4.0,1,2,1,0,0,0,1,0,180.0,2019.0,0,1,10,1,163.0,1,6,5,8712.0,3.0,3,173,0,0,8,0
7501 Cornell Ave,Saint Louis,0,274900.0,3,4,1978,1,216990.0,27.0,143.0,-3.0,1,1,1,0,1,0,0,0,180.0,1928.0,1,2,9,1,139.0,1,2,5,9365.0,2.0,3,0,0,0,7,1
7504 NW Tower Court Dr,Kansas City,1,295000.0,5,4,2162,2,248362.0,19.0,147.0,-7.0,1,2,1,1,1,1,0,0,59.0,1977.0,1,1,9,1,136.0,1,5,5,2162.0,2.0,3,1,0,1,13,0
7504 NW Tower Court Dr,Kansas City,1,295000.0,5,4,2162,2,248362.0,19.0,147.0,-7.0,1,2,1,1,1,1,0,0,59.0,1977.0,1,1,9,1,136.0,1,5,0,2162.0,2.0,3,1,0,1,13,0
7509 Appleton Ave,Kansas City,0,110000.0,3,1,1371,1,145337.0,-24.0,119.0,-33.0,1,1,1,1,1,1,0,0,180.0,1957.0,0,1,4,1,80.0,1,2,4,1371.0,2.0,3,0,0,0,10,0
7511 NW Prairie View Rd,Kansas City,0,194750.0,3,2,1760,2,248362.0,-22.0,147.0,-25.0,1,2,1,1,1,1,0,0,128.0,1977.0,1,2,5,1,111.0,1,5,5,1.0,2.0,3,0,0,0,4,1
7511 NW Prairie View Rd,Kansas City,0,194750.0,3,2,1760,2,248362.0,-22.0,147.0,-25.0,1,2,1,1,1,1,0,0,128.0,1977.0,1,2,5,1,111.0,1,2,6,1.0,2.0,3,0,0,0,4,1
7520 Oxford Dr #1E,Saint Louis,0,311500.0,3,2,1716,1,676171.0,-54.0,298.0,-39.0,1,1,1,1,1,1,0,0,58.0,1936.0,0,1,8,1,182.0,1,2,5,1568.0,1.0,3,0,0,0,3,0
7528 Eunice Ave,Saint Louis,1,55000.0,2,2,882,4,47819.0,15.0,46.0,36.0,0,1,1,0,1,1,0,0,4.0,1941.0,0,1,5,1,62.0,1,0,7,4181.0,1.0,3,0,0,0,10,0
7530 Harrison St,Kansas City,0,130000.0,3,1,982,1,186241.0,-30.0,141.0,-6.0,1,1,1,1,1,1,0,0,33.0,1926.0,0,1,4,1,132.0,1,2,8,5614.0,1.0,3,0,0,0,2,0
7530 Woodland Ave,Saint Louis,1,94500.0,2,1,718,1,198492.0,-52.0,167.0,-21.0,2,1,1,1,0,1,0,0,46.0,1950.0,0,1,4,0,132.0,1,5,6,6438.0,2.2,0,0,0,0,8,1
7542 Trenton Ave,Saint Louis,0,119900.0,3,1,1215,1,216990.0,-45.0,143.0,-31.0,1,1,1,1,1,1,0,0,124.0,1924.0,1,1,6,1,99.0,1,2,5,1215.0,1.0,3,0,1,0,13,0
7543 N Gower Ave,Kansas City,0,534950.0,4,3,3198,1,248362.0,115.0,147.0,14.0,1,2,1,0,1,1,0,0,24.0,2020.0,0,1,7,1,167.0,1,2,5,9465.0,3.0,3,57,0,1,1,0
7553 Shaftesbury Ave,Saint Louis,0,109900.0,1,1,652,1,216990.0,-49.0,143.0,18.0,1,1,1,0,1,1,0,0,80.0,1950.0,0,1,3,0,169.0,1,2,5,9365.0,2.2,0,0,0,0,2,0
7557 Ahern Ave,Saint Louis,1,65000.0,1,2,609,1,216990.0,-70.0,143.0,-25.0,1,1,1,1,1,1,0,0,66.0,1929.0,0,1,5,0,107.0,3,7,4,4791.0,2.2,0,0,0,0,6,1
7560 NW Moore Dr,Kansas City,0,525000.0,5,5,3300,1,288959.0,82.0,157.0,1.0,1,2,1,0,1,0,0,0,180.0,2020.0,0,2,10,1,159.0,1,6,5,1.0,3.0,3,0,0,0,1,0
76 Ladue Estates Dr,Saint Louis,0,899900.0,6,5,4497,1,495319.0,82.0,198.0,1.0,2,1,1,0,1,1,0,0,100.0,1965.0,0,1,11,1,200.0,1,2,0,4497.0,2.0,3,0,0,1,4,0
760 S Long Dr,Springfield,0,429900.0,4,3,4298,1,129720.0,231.0,125.0,-20.0,0,0,1,1,1,1,0,0,35.0,2005.0,0,1,10,1,100.0,0,7,5,4298.0,3.0,3,45,1,0,7,0
7600 W Bruno Ave,Saint Louis,0,219900.0,3,1,1372,1,299165.0,-26.0,198.0,-19.0,2,1,1,0,1,1,0,0,19.0,1926.0,0,2,6,1,160.0,1,2,5,6229.0,1.0,3,0,0,0,2,0
7602 E 112th Ter,Kansas City,0,135000.0,4,1,1176,4,119204.0,13.0,104.0,10.0,1,0,1,0,1,1,0,0,9.0,1955.0,0,1,5,1,115.0,1,0,7,7801.0,2.0,3,3,0,0,4,0
7608 Lynn Ave,Saint Louis,1,89000.0,2,1,992,1,216990.0,-59.0,143.0,-37.0,1,1,1,1,1,1,0,0,23.0,1941.0,0,1,6,1,90.0,3,2,0,5357.0,1.0,3,0,0,0,7,0
761 Lemay Ferry Rd,Saint Louis,0,180000.0,1,1,1300,1,152205.0,18.0,140.0,-1.0,1,1,1,0,1,1,0,0,71.0,1905.0,0,1,5,1,138.0,1,2,0,8189.0,4.0,3,0,0,0,3,0
7611 Delmar Blvd,Saint Louis,0,344900.0,3,2,1840,1,216990.0,59.0,143.0,31.0,1,1,1,0,1,0,0,0,80.0,1931.0,1,2,9,1,187.0,1,7,5,7448.0,2.0,3,0,0,0,10,0
7611 Oak St,Kansas City,0,289950.0,4,2,1733,1,227344.0,44.66945606694561,167.0,28.0,2,1,1,1,1,1,0,0,34.0,1936.0,0,1,10,1,167.0,1,2,0,7440.0,2.0,3,2,1,0,12,0
7611 Oak St,Kansas City,0,289950.0,4,2,1733,1,227344.0,44.66945606694561,167.0,28.0,2,1,1,1,1,1,0,0,36.0,1936.0,0,1,10,1,167.0,1,2,0,7440.0,2.0,3,2,1,0,12,0
7615 N Tullis Ave,Kansas City,0,479900.0,4,4,2749,1,276364.0,74.0,146.0,20.0,1,1,1,0,0,0,0,0,180.0,2001.0,0,2,8,1,175.0,1,7,1,2749.0,3.0,3,62,0,0,1,0
7615 N Tullis Ave,Kansas City,0,479900.0,4,4,2749,1,276364.0,74.0,146.0,20.0,1,1,1,0,0,0,0,0,180.0,2001.0,0,2,8,1,175.0,1,0,5,2749.0,3.0,3,62,0,0,1,0
7618 N Skiles Ave,Kansas City,0,525000.0,4,4,2854,1,276364.0,90.0,146.0,26.0,1,1,1,0,0,0,0,0,65.0,2001.0,0,1,8,1,184.0,1,7,5,2854.0,3.0,3,62,0,0,1,0
7619 Maryland Ave,Saint Louis,0,1650000.0,3,4,5120,1,676171.0,144.0,298.0,8.0,1,1,1,0,1,1,0,0,22.0,1993.0,0,2,13,1,322.0,1,2,5,8015.0,2.0,3,0,0,1,8,0
7622 General Meade Ln,Saint Louis,1,180000.0,3,2,1322,1,182028.0,-1.0,157.0,-13.0,2,1,1,0,1,1,0,0,3.0,1955.0,0,1,6,1,136.0,1,7,7,8668.0,1.0,3,0,0,0,1,0
7629 Belwood Dr,Saint Louis,0,79900.0,2,1,761,1,50139.0,59.0,49.0,114.0,0,0,1,0,1,1,0,0,39.0,1940.0,0,1,7,1,105.0,1,7,8,5009.0,1.0,3,0,0,0,6,0
764 Elkington Ln,Saint Louis,0,1195000.0,5,5,4436,1,285099.0,319.0,182.0,48.0,2,1,1,0,1,1,0,0,125.0,1955.0,0,1,6,1,269.0,1,2,1,4436.0,3.0,3,0,0,0,3,0
7644 N Wabash Ave,Kansas City,0,205000.0,3,2,1400,1,188822.0,9.0,139.0,5.0,2,1,1,1,0,0,0,0,14.0,1975.0,0,1,6,1,146.0,1,0,8,1400.0,2.0,1,0,0,0,1,0
7644 N Wabash Ave,Kansas City,0,205000.0,3,2,1400,1,188822.0,9.0,139.0,5.0,2,1,1,1,0,0,0,0,14.0,1975.0,0,1,6,1,146.0,1,2,8,1400.0,2.0,1,0,0,0,1,0
7653 Carswold Dr,Saint Louis,1,499000.0,3,2,1696,1,676171.0,-26.0,298.0,-1.0,1,1,1,1,1,1,0,0,4.0,1948.0,0,2,7,0,294.0,5,2,5,4573.0,2.2,0,0,0,0,4,0
766 N Euclid Ave,Saint Louis,0,65000.0,4,2,1800,4,322060.0,-80.0,463.0,-92.0,0,0,1,0,1,1,0,0,36.0,1890.0,1,2,6,0,36.0,1,2,5,5314.0,2.2,0,0,0,0,3,0
768 S Long Dr,Springfield,0,500000.0,5,4,4840,1,129720.0,285.0,125.0,-17.0,0,0,1,1,1,1,0,0,74.0,2007.0,0,2,8,1,103.0,1,7,0,4840.0,3.0,3,45,1,0,5,0
7701 E Cedar Hills Rd,Columbia,0,485000.0,6,5,5296,1,223410.0,117.0,131.0,-30.0,2,1,1,0,1,1,0,0,81.0,2001.0,0,3,11,0,92.0,2,0,5,5.0,2.2,0,0,0,0,2,0
7704 Westridge Rd,Kansas City,1,170000.0,5,3,1906,1,145337.0,17.0,119.0,-25.0,1,1,1,1,1,1,0,0,100.0,1973.0,0,1,16,1,89.0,3,7,8,8712.0,5.0,1,0,1,1,15,0
7709 NW Milrey Dr,Kansas City,0,170000.0,3,2,1654,3,288959.0,-41.0,157.0,-35.0,1,2,1,1,1,1,0,0,14.0,1968.0,1,3,5,1,103.0,1,0,7,7405.0,2.0,3,0,0,0,3,0
7712 E 111th Ter,Kansas City,1,87500.0,4,1,960,1,119204.0,-27.0,104.0,-12.0,1,0,1,0,0,1,0,0,50.0,1955.0,1,1,8,1,91.0,1,7,8,8712.0,1.0,3,3,0,0,1,0
7715 Dale Ave,Saint Louis,0,476900.0,3,3,2161,1,299165.0,59.0,198.0,11.0,2,1,1,0,1,1,0,0,180.0,1914.0,0,2,7,0,221.0,1,2,7,1672.0,2.0,0,270,0,0,4,0
7719 Dale Ave,Saint Louis,0,469900.0,3,3,2135,1,299165.0,57.0,198.0,11.0,2,1,1,0,1,1,0,0,103.0,1905.0,0,2,7,1,220.0,1,2,7,1681.0,2.0,3,270,0,0,7,0
7724 N McGee St,Kansas City,0,240000.0,3,2,1121,1,188822.0,27.0,139.0,54.0,1,1,1,1,1,1,0,0,69.0,1951.0,0,2,5,1,214.0,1,0,6,1.0,2.0,3,0,0,0,3,0
7724 NE 55th St,Kansas City,0,150500.0,3,1,912,2,176650.0,-15.0,135.0,22.0,1,2,1,1,0,1,1,0,163.0,1963.0,0,1,6,1,165.0,1,2,7,9147.0,1.0,3,0,0,0,20,0
7729 Carleton Ave,Saint Louis,0,119775.0,2,1,1080,1,216990.0,-45.0,143.0,-22.0,1,1,1,0,1,1,0,0,78.0,1947.0,0,1,5,0,111.0,1,2,5,5706.0,2.2,0,0,0,0,7,0
7729 N Wallace Ave,Kansas City,0,702083.0,4,4,3671,1,276364.0,154.0,146.0,31.0,1,1,1,0,0,0,0,0,65.0,2001.0,0,1,8,1,191.0,1,2,5,3671.0,3.0,3,62,0,0,1,0
7729 N Wallace Ave,Kansas City,0,702083.0,4,4,3671,1,276364.0,154.0,146.0,31.0,1,1,1,0,0,0,0,0,65.0,2001.0,0,1,8,1,191.0,1,6,8,3671.0,3.0,3,62,0,0,1,0
7732 N Kansas Ave,Kansas City,1,560000.0,5,6,4673,1,176650.0,217.0,135.0,-11.0,2,1,1,1,1,0,0,0,180.0,2005.0,0,3,11,1,120.0,1,5,5,4673.0,4.0,3,47,1,1,15,0
7735 Snowden Ave,Saint Louis,0,299900.0,3,2,1408,1,299165.0,44.66945606694561,198.0,8.0,2,1,1,0,1,1,0,0,64.0,1941.0,0,1,5,1,213.0,1,2,5,6534.0,1.0,3,0,0,0,4,0
776 N Euclid Ave,Saint Louis,0,45000.0,5,2,1800,4,322060.0,-86.0,463.0,-95.0,0,0,1,1,0,0,0,0,139.0,1890.0,1,2,7,1,25.0,3,1,0,5140.0,2.0,3,0,0,0,21,0
776 N Euclid Ave,Saint Louis,0,45000.0,5,2,1800,4,322060.0,-86.0,463.0,-95.0,0,0,1,1,0,0,0,0,141.0,1890.0,1,2,7,1,25.0,3,1,0,5140.0,2.0,3,0,0,0,21,0
7801 Davis Dr,Saint Louis,1,989000.0,4,4,2839,1,676171.0,46.0,298.0,17.0,1,1,1,1,1,1,0,0,3.0,1933.0,1,2,9,1,348.0,5,2,5,8751.0,2.0,3,0,1,0,8,0
7805 Elm Ave,Kansas City,1,115000.0,2,1,951,1,145337.0,-21.0,119.0,2.0,1,1,1,1,1,1,0,0,3.0,1923.0,0,1,3,1,121.0,1,2,2,951.0,2.0,3,0,0,0,7,0
7808 NW 124th St,Kansas City,0,229950.0,3,2,1458,1,169241.0,36.0,165.0,-4.0,0,0,1,0,1,1,0,0,81.0,2020.0,0,1,5,1,158.0,1,0,7,3402.0,2.0,3,160,0,0,1,0
7808 Parkwood Dr,Saint Louis,0,159900.0,2,2,1259,1,182028.0,-12.0,157.0,-19.0,1,1,1,1,1,1,0,0,78.0,1950.0,1,1,4,1,127.0,1,2,0,6054.0,1.0,3,0,0,0,2,0
7809 N Strathbury Ave,Kansas City,0,310000.0,4,3,2400,1,248362.0,25.0,147.0,-12.0,1,2,1,1,1,1,0,0,12.0,1993.0,1,2,7,1,129.0,1,0,3,8276.0,2.0,3,0,0,0,1,0
7821 Kenridge Ln,Saint Louis,0,200000.0,2,2,1296,1,289575.0,-31.0,198.0,-22.0,2,1,1,1,1,1,0,0,11.0,1951.0,0,1,5,0,154.0,1,2,5,7666.0,2.2,0,0,0,0,1,1
7832 Milan Ave,Saint Louis,0,135000.0,2,2,1000,1,216990.0,-38.0,143.0,-6.0,1,1,1,0,1,1,0,0,36.0,1951.0,0,1,5,1,135.0,1,0,0,6795.0,1.0,3,0,0,0,3,0
7838 James A Reed Rd,Kansas City,0,83200.0,3,2,1306,1,145337.0,-43.0,119.0,-46.0,1,1,1,1,1,1,0,0,180.0,1950.0,0,1,3,1,64.0,1,0,7,1306.0,1.0,3,0,0,1,8,0
7840 Adkins Ave,Saint Louis,0,179000.0,4,1,1633,1,182028.0,-2.0,157.0,-30.0,1,1,1,1,1,1,0,0,24.0,1950.0,1,2,9,1,110.0,1,5,7,7187.0,1.0,3,0,0,0,22,0
7840 Adkins Ave,Saint Louis,0,179000.0,4,1,1633,1,182028.0,-4.0,157.0,-32.0,1,1,1,1,1,1,0,0,24.0,1950.0,1,2,9,1,107.0,1,5,7,7187.0,1.0,3,0,0,0,23,0
7908 N Ditzler Ave,Kansas City,0,504950.0,5,4,3348,1,276364.0,83.0,146.0,3.0,1,1,1,1,1,1,1,0,46.0,2018.0,0,2,9,1,151.0,1,7,7,4399.0,3.0,3,112,1,1,8,0
7908 N Ditzler Ave,Kansas City,0,504950.0,5,4,3348,1,276364.0,83.0,146.0,3.0,1,1,1,1,1,1,1,0,46.0,2018.0,0,2,9,1,151.0,1,7,0,4399.0,3.0,3,112,1,1,8,0
7908 N Spruce Ave,Kansas City,0,350000.0,3,3,1963,1,176650.0,98.0,135.0,32.0,1,1,1,0,1,1,0,0,19.0,2000.0,0,2,6,1,178.0,1,0,0,1.0,2.0,3,20,0,0,1,0
7914 NW Anita Dr,Kansas City,0,299000.0,4,3,2336,2,248362.0,20.0,147.0,-13.0,1,2,1,0,1,1,0,0,44.0,1977.0,0,2,7,1,128.0,1,2,0,10454.0,2.0,3,50,0,1,4,0
7917 S Rock Hill Rd,Saint Louis,0,130000.0,2,1,1159,1,182028.0,-29.0,157.0,-29.0,2,1,1,0,0,1,0,0,15.0,1940.0,0,1,5,1,112.0,1,2,0,1159.0,1.0,3,0,0,0,2,1
7918 Cornell Ave,Saint Louis,0,382000.0,3,2,2187,1,216990.0,76.0,143.0,22.0,1,1,1,0,1,1,0,0,170.0,1946.0,1,1,7,1,175.0,1,2,5,6359.0,1.0,3,0,0,0,4,0
7920 Elton St,Saint Louis,1,215000.0,4,2,1721,1,182028.0,18.0,157.0,-20.0,1,1,1,1,1,1,0,0,35.0,1956.0,1,2,8,0,125.0,3,7,3,6751.0,3.0,2,0,0,0,9,0
7920 Michigan Ave,Saint Louis,1,59000.0,2,1,908,2,88071.0,-33.0,77.0,-16.0,2,1,1,1,0,1,1,0,124.0,1885.0,0,1,6,0,65.0,3,2,5,3659.0,2.0,0,0,0,0,27,0
7933 Alert Dr,Saint Louis,0,69900.0,2,4,792,1,41934.0,67.0,43.0,105.0,0,0,1,0,1,1,0,0,17.0,1949.0,0,1,4,1,88.0,1,2,5,6534.0,1.0,3,0,0,0,1,0
