,title,price,owner,accident,price_rating,mileage,drive_type,engine,transmission,fuel_type,mpg,exterior,interior
1072,Used 2017 GMC Terrain AWD SLE w/ SLE-1,"18,989",One Owner,No Accident / Damage Reported,,"32,595",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 28 Highway,Onyx Black,Jet Black
1073,Certified 2017 Hyundai Tucson Value,"20,369",One Owner,No Accident / Damage Reported,,"23,968",All wheel drive,4-Cylinder Turbo,7-Speed Automatic,Gasoline,24 City / 28 Highway,Coliseum Gray,Gray
1074,Certified 2018 Chevrolet Silverado 1500 4x4 Crew Cab High Country,"41,232",One Owner,No Accident / Damage Reported,GREAT,"43,037",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Iridescent Pearl Tricoat
1076,Used 2019 GMC Terrain FWD SLE,"20,600",One Owner,No Accident / Damage Reported,GOOD,"21,908",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 30 Highway,Red Quartz Tintcoat,Jet Black
1077,Used 2016 Lincoln MKX AWD Reserve,"21,595",Multiple Owners,Accident / Damage Reported,GOOD,"76,345",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Black Tie,Ebony
1078,Used 2017 Chevrolet Spark LS,"12,525",One Owner,No Accident / Damage Reported,,"35,547",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Silver,Jet Black/Beige Trim
1079,Used 2019 Hyundai Elantra SEL Sedan,"14,750",Multiple Owners,No Accident / Damage Reported,,"65,793",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 37 Highway,Gray,Gray
1080,Used 2018 Dodge Grand Caravan SE,"15,873",One Owner,No Accident / Damage Reported,GOOD,"62,575",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Indigo Blue Clearcoat,Black
1081,Used 2019 Dodge Grand Caravan GT,"17,250",Multiple Owners,No Accident / Damage Reported,,"69,220",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,27,Black
1082,Used 2019 Nissan Altima 2.5 S,"17,366",One Owner,No Accident / Damage Reported,GOOD,"42,721",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 39 Highway,Deep Blue Pearl,Charcoal
1083,Used 2020 Kia Optima LX,"17,375",One Owner,No Accident / Damage Reported,GOOD,"36,518",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Snow White Pearl,Black
1084,Used 2020 Kia Optima LX,"17,406",One Owner,No Accident / Damage Reported,GOOD,"39,305",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 32 Highway,Snow White Pearl,Black
1085,Used 2019 Volkswagen Jetta SE,"17,580",One Owner,No Accident / Damage Reported,GOOD,"30,842",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,30 City / 39 Highway,Pyrite Silver Metallic,Titan Black
1086,Used 2019 Volkswagen Jetta SE,"17,622",One Owner,No Accident / Damage Reported,GOOD,"35,700",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,30 City / 39 Highway,Black Uni,Titan Black
1087,Used 2019 Honda Accord 1.5T LX,"21,264",One Owner,No Accident / Damage Reported,GOOD,"27,268",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,White,Ivory
1088,Used 2017 Ford Explorer 4WD Limited,"26,999",Multiple Owners,No Accident / Damage Reported,GOOD,"73,102",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Black,Ebony Black
1089,Used 2018 Ford F150 XL,"37,995",One Owner,No Accident / Damage Reported,GOOD,"35,145",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,White
1090,Used 2016 Honda CR-V AWD SE,"18,591",Multiple Owners,No Accident / Damage Reported,,"57,834",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 31 Highway,Obsidian Blue Pearl,Beige
1091,Used 2014 Honda Ridgeline Sport,"18,591",Multiple Owners,No Accident / Damage Reported,GOOD,"95,979",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,5',15 City / 21 Highway,Crystal Black Pearl
1092,Used 2018 Toyota Sienna XLE,"23,391",Multiple Owners,No Accident / Damage Reported,GOOD,"71,174",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 27 Highway,Predawn Gray Mica,Ash
1093,Used 2017 Lexus RX 350 AWD,"32,491",One Owner,No Accident / Damage Reported,GOOD,"70,184",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Obsidian,Parchment
1094,Used 2018 Honda Odyssey Touring,"33,991",One Owner,No Accident / Damage Reported,GOOD,"48,575",2 wheel drive - front,6-Cylinder,10-Speed Automatic,Gasoline,19 City / 28 Highway,Crystal Black Pearl,Mocha
1095,New 2020 Honda Civic EX Sedan,"23,204",,,,5,2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,32 City / 42 Highway,Platinum White Pearl,Ivory
1097,Used 2012 Nissan Murano SL,"9,990",Multiple Owners,No Accident / Damage Reported,GOOD,"123,203",All wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,18 City / 23 Highway,Silver,Black
1098,Used 2015 Jeep Cherokee FWD Latitude,"12,500",One Owner,No Accident / Damage Reported,,"93,153",2 wheel drive - front,4-Cylinder,9-Speed Automatic,Flexible Fuel,22 City / 31 Highway,Billet Silver Metallic Clearcoat,Black
1099,Used 2019 Nissan Versa Note SV,"12,990",One Owner,Accident / Damage Reported,GOOD,"37,848",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 39 Highway,Cayenne Red Metallic,Charcoal
1100,Used 2019 Nissan Versa Note SV,"12,990",One Owner,No Accident / Damage Reported,GOOD,"32,291",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 39 Highway,Super Black,Charcoal
1101,Used 2019 Nissan Versa Note SV,"12,990",One Owner,No Accident / Damage Reported,GOOD,"31,643",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 39 Highway,Fresh Powder,Charcoal
1103,Used 2016 Toyota Camry SE,"14,233",Multiple Owners,Accident / Damage Reported,GOOD,"87,662",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 34 Highway,Silver,Black
1104,Used 2018 Chevrolet Trax AWD LT w/ 1LT,"14,295",One Owner,No Accident / Damage Reported,GOOD,"65,445",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Black,Jet Black
1105,Used 2018 Nissan Rogue Sport SV,"16,890",Multiple Owners,No Accident / Damage Reported,GOOD,"30,678",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Gun Metallic,Charcoal
1106,Used 2016 Nissan Rogue SL,"17,288",Multiple Owners,Accident / Damage Reported,GOOD,"60,267",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 31 Highway,Red,Charcoal
1107,Used 2019 Kia Niro LX,"17,331",One Owner,No Accident / Damage Reported,GOOD,"36,955",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Hybrid Gas/Electric,Information Unavailable,51 City / 46 Highway,White
1108,Used 2019 Nissan Rogue SL,"21,229",One Owner,No Accident / Damage Reported,GOOD,"36,912",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Blue,Charcoal
1109,Used 2017 Ford Explorer FWD XLT,"26,000",One Owner,No Accident / Damage Reported,GREAT,"19,975",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Gold,Black
1110,Used 2017 Ford Fusion SE,"17,000",One Owner,No Accident / Damage Reported,GREAT,"26,381",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Shadow Black,Medium Light Stone
1111,Used 2017 Ford Fusion Titanium,"18,500",One Owner,No Accident / Damage Reported,GREAT,"22,008",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 31 Highway,Shadow Black,Ebony
1112,Used 2011 Chrysler 300 Limited,"10,995",Multiple Owners,No Accident / Damage Reported,,"122,928",2 wheel drive - rear,6-Cylinder,5-Speed Automatic,Flexible Fuel,18 City / 27 Highway,Brilliant Black Crystal Pearlcoat,Black
1113,Used 2019 Subaru Impreza 2.0i Premium Hatchback,"20,995",One Owner,No Accident / Damage Reported,GOOD,"19,516",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 36 Highway,Ice Silver Metallic,Black
1114,Used 2019 Subaru Legacy 2.5i Premium,"22,500",One Owner,No Accident / Damage Reported,GOOD,"29,039",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 34 Highway,Crystal White Pearl,Slate Black
1115,Used 2014 Ford Escape FWD SE,"11,000",Multiple Owners,No Accident / Damage Reported,GOOD,"88,193",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Oxford White,Charcoal Black
1116,Used 2019 Ford Fiesta SE Sedan,"12,000",One Owner,No Accident / Damage Reported,GREAT,"29,708",2 wheel drive - front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,27 City / 37 Highway,Shadow Black,Smoke Storm
1117,Used 2019 Nissan Sentra SR,"14,500",One Owner,No Accident / Damage Reported,GREAT,"37,463",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Gun Metallic,Charcoal
1118,Certified 2016 Chevrolet Impala LT w/ Convenience Package,"15,500",Multiple Owners,No Accident / Damage Reported,GREAT,"63,153",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,19 City / 29 Highway,Silver Ice Metallic,Jet Black
1119,Certified 2018 Chevrolet Equinox AWD LT w/ 1LT,"17,500",One Owner,Accident / Damage Reported,GREAT,"70,057",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Summit White,Medium Ash Gray
1120,Used 2019 Ford Fusion Titanium AWD,"19,200",One Owner,No Accident / Damage Reported,GREAT,"37,439",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 29 Highway,Oxford White,Ebony Black
1121,Used 2017 Ford Explorer 4WD Limited,"24,000",One Owner,No Accident / Damage Reported,GREAT,"73,970",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,18 City / 25 Highway,Magnetic,Ebony
1122,Used 2017 Ford Explorer 4WD XLT,"24,500",One Owner,No Accident / Damage Reported,GREAT,"59,140",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,18 City / 25 Highway,Black,Black
1123,Used 2016 Jeep Renegade 4WD Trailhawk,"14,788",Multiple Owners,No Accident / Damage Reported,,"116,234",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,21 City / 29 Highway,Charcoal,Black Cloth
1124,New 2020 Kia Niro LX,"22,431",,,,0,2 wheel drive - front,4-Cylinder,6-Speed Automatic,Hybrid Gas/Electric,Information Unavailable,51 City / 46 Highway,Snow White Pearl
1125,Certified 2018 Chevrolet Colorado 2WD Crew Cab LT,"24,500",One Owner,No Accident / Damage Reported,GREAT,"56,930",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,"5'2""",18 City / 25 Highway,Black
1126,Used 2019 Ford Edge AWD Titanium,"27,000",One Owner,Accident / Damage Reported,GREAT,"42,018",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,21 City / 28 Highway,Black,Ebony
1127,Used 2018 Ford F150 SuperCab XLT,"30,000",One Owner,Accident / Damage Reported,GREAT,"55,264",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,White,Black
1128,Used 2019 Jeep Grand Cherokee 4WD Limited,"31,000",One Owner,No Accident / Damage Reported,GREAT,"39,476",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Bright White Clearcoat,Black
1129,Used 2017 GMC Sierra 1500 4x4 Crew Cab SLT,"36,500",One Owner,Accident / Damage Reported,GREAT,"65,054",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Crimson Red Tintcoat
1131,Certified 2019 Ford Fusion SE Hybrid,"16,987",One Owner,No Accident / Damage Reported,GREAT,"13,036",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,43 City / 40 Highway,Rich Copper Metallic Tinted Clearcoat
1133,Certified 2017 Ford Edge AWD SEL,"22,490",One Owner,No Accident / Damage Reported,GOOD,"42,847",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Shadow Black,Dune
1134,Certified 2017 Ford Fusion Sport AWD,"22,500",One Owner,No Accident / Damage Reported,GOOD,"25,119",All wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 26 Highway,Shadow Black,Dark Earth Gray
1136,Certified 2017 Ford Flex FWD SEL,"23,552",One Owner,No Accident / Damage Reported,GREAT,"31,965",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Shadow Black,Charcoal Black
1137,Certified 2019 Ford Edge FWD Titanium,"28,787",One Owner,No Accident / Damage Reported,GREAT,"13,728",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 29 Highway,Baltic Sea Green Metallic,Ceramic
1139,Certified 2018 Ford F150 XLT,"38,999",One Owner,No Accident / Damage Reported,GOOD,"22,307",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Magma Red Metallic
1140,Certified 2018 Ford F150 Lariat,"43,987",One Owner,No Accident / Damage Reported,GREAT,"24,638",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",19 City / 24 Highway,Lead Foot
1142,Used 2015 Honda Civic LX Sedan,"11,580",One Owner,No Accident / Damage Reported,GOOD,"95,358",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Blue,Gray
1143,Used 2019 Kia Rio S Sedan,"11,854",Multiple Owners,No Accident / Damage Reported,GOOD,"40,170",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 37 Highway,Currant Red,Black
1144,Used 2017 Dodge Grand Caravan SXT,"13,886",Multiple Owners,No Accident / Damage Reported,GOOD,"83,979",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,White Knuckle Clearcoat,Black
1145,Used 2019 Volkswagen Jetta S,"15,756",One Owner,No Accident / Damage Reported,GOOD,"26,621",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,30 City / 40 Highway,Silver,Storm Gray
1146,Certified 2017 Honda Accord Sport Sedan,"17,379",One Owner,Accident / Damage Reported,GOOD,"78,001",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 36 Highway,White Orchid Pearl,Black
1148,Used 2018 Honda Accord 1.5T EX,"18,775",One Owner,Accident / Damage Reported,GOOD,"81,769",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Modern Steel Metallic,Black
1149,Used 2019 Toyota RAV4 AWD LE,"22,492",One Owner,No Accident / Damage Reported,GOOD,"47,535",All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,27 City / 34 Highway,Magnetic Gray Metallic,Black
1150,Certified 2017 Honda CR-V AWD EX-L,"23,972",One Owner,Accident / Damage Reported,GOOD,"60,899",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Sandstorm Metallic,Ivory
1151,Certified 2019 Honda CR-V AWD EX-L,"28,788",One Owner,No Accident / Damage Reported,GOOD,"30,011",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Sandstorm Metallic,Ivory
1152,Used 2019 Volkswagen Atlas 4Motion SE V6,"31,353",One Owner,No Accident / Damage Reported,GOOD,"29,338",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,17 City / 23 Highway,White,Titan Black
1153,Certified 2019 Honda Pilot AWD Touring,"35,989",One Owner,No Accident / Damage Reported,GOOD,"39,044",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 26 Highway,Crystal Black,Black
1154,Certified 2017 Chevrolet Malibu LS w/ 1LS,"16,995",,,GOOD,"19,197",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,27 City / 36 Highway,Summit White - White,Jet Black Cloth
1155,Used 2015 Kia Cadenza Premium,"17,995",Multiple Owners,No Accident / Damage Reported,,"75,627",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 28 Highway,Aurora Black,Black W/Leather Seat Trim Or P
1190,Used 2017 Honda CR-V AWD EX,"19,140",One Owner,Accident / Damage Reported,,"103,134",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,White Diamond,Black
1211,Used 2019 RAM 1500 4x4 Crew Cab Classic Tradesman,"30,995",One Owner,Accident / Damage Reported,GREAT,"32,867",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",16 City / 23 Highway,Delmonico Red Pearlcoat - Red
1218,New 2021 RAM 1500 Laramie,"61,110MSRP",,,,10,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Delmonico Red Pearlcoat
1239,Used 2018 Jeep Wrangler 4WD Unlimited Sport,"36,990",One Owner,No Accident / Damage Reported,GOOD,"14,803",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 23 Highway,Billet Silver Metallic Clearcoat,Black
1240,New 2020 GMC Savana 2500 Extended,"73,180",,,,522,2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Fine Silver Birch Metallic,Medium Pewter Leather
1267,Used 2017 GMC Acadia AWD SLT w/ SLT-1,"30,988",Multiple Owners,Accident / Damage Reported,,"27,417",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 25 Highway,Charcoal,Tan Leather
1295,Used 2017 Ford Explorer FWD Limited,"28,495",One Owner,No Accident / Damage Reported,GREAT,"39,839",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Ingot Silver Metallic - Silver,Ebony Black Leather
1296,New 2020 GMC Terrain FWD SLE,"21,715",,,,7,2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 30 Highway,Ebony Twilight Metallic - Black,Jet Black Cloth
1302,Used 2017 Chevrolet Cruze LS Sedan,"11,000",Multiple Owners,Accident / Damage Reported,,"54,022",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,30 City / 40 Highway,Mosaic Black Metallic,Jet Black
1330,New 2020 RAM 1500 SLT,"42,435MSRP",,,,24,4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"6'5""",16 City / 23 Highway,Billet Silver Metallic Clearcoat
1352,New 2020 Buick Envision FWD Essence,"26,195",,,,6,2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 29 Highway,Dark Moon Blue Metallic - Blue,Dark Galvanized Leather
1358,New 2020 Ford EcoSport 4WD SE,"20,156",,,,0,4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Canyon Ridge Metallic - Red,Ebony Black Cloth
1380,New 2020 Ford Escape FWD S,"24,120",,,,0,2 wheel drive - front,3-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 33 Highway,Agate Black,Ebony
1386,Used 2019 Honda Civic LX Sedan,"18,695",One Owner,No Accident / Damage Reported,GOOD,"16,184",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Modern Steel Metallic - Gray,Black Cloth
1407,New 2020 Hyundai Elantra SEL Sedan,"16,995",,,,0,2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 40 Highway,Machine Gray,Gray
1408,Used 2014 Toyota Corolla LE Sedan,"9,871",,,GREAT,"92,256",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Barcelona Red Metallic - Red,Ivory Cloth
1414,New 2020 Ford Edge AWD ST,"41,859",,,,0,All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 26 Highway,Iconic Silver Metallic - Silver,Ebony Leather
1436,Used 2018 Jeep Cherokee FWD Latitude,"16,500",One Owner,No Accident / Damage Reported,,"45,330",2 wheel drive - front,4-Cylinder,9-Speed Automatic,Gasoline,21 City / 30 Highway,Billet Silver Metallic Clearcoat,Black
1463,Certified 2018 Chevrolet Express 3500 LT Extended Passenger,"21,000",One Owner,No Accident / Damage Reported,GOOD,"37,893",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Summit White,Medium Pewter
1464,Used 2016 Jeep Cherokee 4WD Latitude,"19,995",One Owner,No Accident / Damage Reported,,"57,270",4 wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,21 City / 28 Highway,Billet Silver Metallic Clearcoat,Black
1492,New 2020 Dodge Grand Caravan SE,"23,961",,,,10,2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 25 Highway,Billet Silver Metallic Clearcoat,Black/Light Graystone
1498,New 2020 Hyundai Tucson SEL,"23,730",,,,3,All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 26 Highway,Cream White Pearl,Beige
