,year,brand,make_model,price,price_bin,price_rating,mileage,mileage_15,mpg_city,mpg_highway,combined_mpg,condition,accident,one_owner,drive_type,fuel_type,engine,engine_#,automatic,turbo,electric,transmission,trans_#,interior,exterior,color
665,2020,6,Volkswagen Tiguan SE,25825.0,8,0,7001,1,20,27,47,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Blue,Blue
666,2020,6,Volkswagen Tiguan SE,25875.0,8,0,9952,2,20,27,47,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Silver,Silver
667,2019,3,Ford Flex AWD Limited,25890.0,8,2,36340,8,15,21,36,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,White,White
668,2019,3,Ford Flex AWD Limited,25978.0,8,2,36850,8,15,21,36,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,White,White
669,2019,12,Nissan Pathfinder SL,26280.0,9,2,37582,9,19,26,45,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Gun Metallic,Metallic
670,2019,3,Ford Flex AWD Limited,26449.0,9,2,34336,8,15,21,36,1,0,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Gray,Gray
671,2014,0,Chevrolet Silverado 1500 4x4 Crew Cab LT,26965.0,9,2,99706,14,5,0,5,1,1,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Blue,N/A,N/A
672,2018,31,Alfa Romeo Stelvio AWD Ti Sport,28799.0,10,2,42099,10,23,31,54,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Red,White,White
673,2019,0,Chevrolet Colorado Z71,34064.0,11,2,17521,3,6,0,6,1,0,0,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
674,2019,6,Volkswagen Atlas 4Motion SEL V6,37105.0,12,2,26420,5,17,23,40,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Silver,Silver
675,2017,26,Volvo XC90 AWD T6 Inscription,37539.0,12,2,48951,11,20,25,45,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,N/A,White,White
676,2019,3,Ford Expedition Max 4WD Limited,49489.0,13,2,37567,9,16,21,37,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Ebony,Ebony,Ebony
677,2014,32,smart fortwo electric drive Coupe,6991.0,0,0,14179,3,0,0,0,1,1,0,2,4,Electric,Electric,0,0,1,Single-Speed,1,N/A,Design Black,Black
678,2016,3,Ford Focus SE Sedan,12991.0,2,0,36769,8,26,36,62,1,1,1,0,1,4-Cylinder,4,0,0,0,5-Speed Manual,5,Black,Oxford White,White
679,2015,13,Kia Sorento AWD LX,13891.0,3,2,74316,13,19,25,44,1,1,0,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Snow White Pearl,White
680,2018,10,MAZDA MAZDA3 Sport Sedan,14591.0,3,1,38479,9,28,37,65,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Snowflake White Pearl Mica,White
681,2005,16,Jeep Wrangler X,14991.0,3,0,97927,14,15,19,34,1,1,0,1,0,6-Cylinder,6,0,0,0,6-Speed Manual,6,N/A,Black Clearcoat/Black Soft Top,Black
682,2017,4,Hyundai Santa Fe AWD Sport,15791.0,3,1,90556,14,20,26,46,1,1,1,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Twilight Black,Black
683,2019,2,Dodge Grand Caravan GT,17391.0,4,2,42462,10,17,25,42,1,0,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Indigo Blue Clearcoat,Blue
684,2019,2,Dodge Grand Caravan GT,17491.0,4,2,43490,10,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Granite Pearlcoat,Granite
685,2019,0,Chevrolet Equinox FWD LT w/ 1LT,17491.0,4,2,35192,8,26,32,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Summit White,White
686,2020,0,Chevrolet Sonic LT Hatchback,16371.0,4,0,0,0,26,34,60,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Red Hot - Red,Red
687,2018,0,Chevrolet Colorado 4x4 Crew Cab W/T,29990.0,10,1,26734,5,5,0,5,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
688,2017,5,Chrysler 300 C,17591.0,4,1,84322,13,19,30,49,1,0,0,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Gloss Black,Black
689,2019,27,Mitsubishi Outlander ES,17891.0,4,2,35120,8,24,29,53,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Labrador Black Metallic,Black
690,2020,0,Chevrolet Malibu LT w/ 1LT,17991.0,4,1,31644,7,29,36,65,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Black,Summit White,White
691,2016,7,Honda Accord Touring Sedan,18491.0,5,2,71761,13,21,34,55,1,0,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,White Orchid Pearl,White
692,2014,11,Mercedes-Benz E 350 Sedan,18791.0,5,0,71551,13,21,30,51,1,0,0,2,0,6-Cylinder,6,1,0,0,7-Speed Automatic,7,Black,Obsidian Black Metallic,Black
693,2016,3,Ford Fusion SE,12995.0,2,0,47110,10,22,33,55,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Tan,Tan
694,2019,9,Toyota Camry SE,19791.0,5,2,37808,9,29,41,70,1,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Super White,White
695,2019,9,Toyota Camry SE,19891.0,5,2,39601,9,29,41,70,1,0,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Super White,White
696,2018,23,Subaru Outback 2.5i,21591.0,6,1,33769,7,25,32,57,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Crystal Black Silica,Black
697,2019,2,Dodge Charger GT,26791.0,9,2,29494,6,19,30,49,1,1,1,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Destroyer Gray Clearcoat,Gray
698,2020,9,Toyota Sienna XLE,28791.0,10,2,35978,8,19,26,45,1,0,1,0,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,N/A,Celestial Silver Metallic,Silver
699,2018,25,Audi Q5 2.0T Premium,29391.0,10,2,31716,7,23,27,50,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Black,Florett Silver Metallic,Silver
700,2019,12,Nissan Armada SV,29791.0,10,2,60980,12,13,18,31,1,1,1,1,0,8-Cylinder,8,1,0,0,7-Speed Automatic,7,N/A,Gun Metallic,Metallic
701,2019,7,Honda Odyssey EX-L,30791.0,11,2,39301,9,19,28,47,1,1,0,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Gray,White Diamond Pearl,White
702,2018,3,Ford F150 Lariat,36591.0,12,1,86567,13,5,0,5,1,1,0,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,White,N/A,N/A
703,2020,11,Mercedes-Benz GLC 300 4MATIC,36691.0,12,2,27632,5,21,28,49,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Polar White,White
704,2019,20,RAM 1500 Laramie Limited,48791.0,13,2,27549,5,5,0,5,1,1,0,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
705,2013,9,Toyota RAV4 AWD LE,11898.0,2,2,121800,14,22,28,50,1,1,0,1,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Red,Red
706,2019,12,Nissan Sentra SV,13790.0,3,2,17298,3,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Black,Black
707,2019,4,Hyundai Elantra SEL Sedan,13899.0,3,2,38773,9,28,37,65,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Silver,Silver
708,2019,4,Hyundai Elantra SEL Sedan,13899.0,3,2,37157,8,28,37,65,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Red,Red
709,2019,12,Nissan Sentra SR,14200.0,3,2,40251,9,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Gray,Gray
710,2019,12,Nissan Sentra SR,14200.0,3,2,37053,8,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Blue,Blue
711,2019,9,Toyota Corolla LE,14499.0,3,2,42471,10,28,36,64,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Black,Black
712,2019,9,Toyota Corolla LE,14500.0,3,2,43452,10,28,36,64,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Metallic,Metallic
713,2017,3,Ford Fusion SE,14508.0,3,2,54290,11,23,34,57,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Gray,Gray
714,2019,9,Toyota Camry SE,19798.0,5,2,39103,9,29,41,70,1,1,0,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,N/A,White,White
715,2019,9,Toyota Corolla LE,14664.0,3,2,41355,9,28,36,64,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Metallic,Metallic
716,2013,9,Toyota Sienna XLE,14723.0,3,2,109457,14,18,25,43,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Brown,Brown
717,2020,12,Nissan Versa SR,14890.0,3,2,23000,4,32,40,72,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,White,White
718,2018,16,Jeep Cherokee FWD Latitude,17199.0,4,2,30917,7,21,30,51,1,1,0,0,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Blue,Blue
719,2019,2,Dodge Grand Caravan GT,18233.0,5,2,36136,8,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Black,Black
720,2021,4,Hyundai Venue,20480.0,6,0,2,0,30,33,63,3,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Green Apple,Green
721,2019,2,Dodge Grand Caravan GT,18235.0,5,2,35616,8,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,White,White
722,2019,12,Nissan Altima 2.5 SL,19500.0,5,2,37914,9,28,39,67,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,White,White
723,2018,12,Nissan Rogue SL,19990.0,5,2,34307,8,26,33,59,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Red,Red
724,2019,6,Volkswagen Atlas 4Motion SE V6 w/ Technology,29699.0,10,2,36196,8,17,23,40,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Silver,Silver
725,2019,12,Nissan Armada SL,35898.0,12,2,40483,9,13,18,31,1,1,0,1,0,8-Cylinder,8,1,0,0,7-Speed Automatic,7,N/A,Hermosa Blue Pearl,Blue
726,2020,0,Chevrolet Suburban LT,45989.0,13,2,37385,9,14,21,35,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Black,Black
727,2002,9,Toyota Camry V6,8995.0,1,0,121032,14,20,28,48,1,1,0,0,0,6-Cylinder,6,1,0,0,4-Speed Automatic,4,N/A,N/A,N/A
728,2017,8,GMC Acadia FWD SLT w/ SLT-1,24094.0,8,2,55896,11,18,25,43,1,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Crimson Red Tintcoat,Red
729,2018,17,Cadillac XT5 FWD Luxury,26557.0,9,2,35794,8,19,26,45,1,1,1,0,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Radiant Silver Metallic,Silver
730,2020,23,Subaru Legacy Sport,26750.0,9,0,2773,1,27,35,62,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Magnetite Gray Metallic,Gray
731,2017,0,Chevrolet Silverado 1500 LT,33390.0,11,2,59226,12,5,0,5,1,0,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,N/A,N/A,N/A
732,2019,20,RAM 1500 4x4 Crew Cab Rebel,47103.0,13,2,16605,3,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
733,2015,27,Mitsubishi Lancer ES Sedan,9500.0,1,2,70671,12,26,33,59,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Black,Black
734,2019,7,Honda Insight EX,20500.0,6,2,14515,3,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,White,N/A,N/A
735,2017,15,Buick Enclave FWD Leather,25200.0,8,2,41787,10,15,22,37,2,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,White Frost Tricoat,White
736,2017,3,Ford F150 SuperCab XL,25500.0,8,2,31337,7,6,0,6,1,1,1,2,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,White,N/A,N/A
737,2014,9,Toyota Corolla LE,10899.0,2,2,58345,12,29,37,66,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Brown Sugar Metallic,Brown
738,2013,11,Mercedes-Benz E 350 Sedan,14971.0,3,2,62113,12,20,30,50,1,1,0,2,0,6-Cylinder,6,1,0,0,7-Speed Automatic,7,Black,Diamond Silver Metallic,Silver
739,2013,1,Lexus ES 300h,16494.0,4,2,72381,13,40,39,79,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Matador Red Mica,Red
740,2017,3,Ford Escape FWD SE,16976.0,4,2,15016,3,23,30,53,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Magnetic Metallic,Metallic
741,2018,13,Kia Sportage FWD EX,19000.0,5,2,15892,3,22,29,51,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Snow White Pearl,White
742,2020,2,Dodge Grand Caravan SE,23960.0,7,0,10,0,17,25,42,3,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Brilliant Black Crystal Pearlcoat,Black
743,2017,3,Ford Escape FWD SE,17497.0,4,2,26802,5,23,30,53,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Lightning Blue Metallic,Blue
744,2017,3,Ford Escape 4WD SE,19885.0,5,2,29295,6,22,28,50,2,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,White Platinum Metallic Tri-Coat,White
745,2018,16,Jeep Compass 4WD Limited,22679.0,7,2,15117,3,22,30,52,1,1,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,White Clearcoat,White
746,2020,3,Ford Escape FWD SEL,23994.0,7,2,3722,1,27,33,60,2,1,0,0,0,3-Cylinder Turbo,3,1,1,0,8-Speed Automatic,8,Ebony,Rapid Red Metallic Tinted Clearcoat,Red
747,2020,3,Ford Escape 4WD SEL,25467.0,8,2,5460,1,26,31,57,2,1,1,1,0,3-Cylinder Turbo,3,1,1,0,8-Speed Automatic,8,Ebony,Ingot Silver Metallic,Ingot
748,2020,20,RAM 1500 SLT,42995.0,13,0,5710,1,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
749,2020,3,Ford Escape 4WD Titanium,28489.0,10,2,2324,0,23,31,54,2,1,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Sandstone,Ingot Silver Metallic,Ingot
750,2018,0,Chevrolet Silverado 1500 LT,32394.0,11,2,29274,6,6,0,6,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Blue,N/A,N/A
751,2017,3,Ford F150 XLT,35498.0,12,2,37194,8,17,23,40,2,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Oxford White,White
752,2018,3,Ford F150 XLT,36594.0,12,2,22090,4,5,0,5,2,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Metallic,N/A,N/A
753,2017,3,Ford F150 XLT,37267.0,12,2,35210,8,17,23,40,2,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Black,Ingot Silver Metallic,Ingot
754,2015,2,Dodge Dart Limited,10436.0,2,2,91960,14,23,34,57,1,0,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Granite Crystal Metallic Clearcoat,Granite
755,2019,13,Kia Rio S Sedan,12309.0,2,1,41631,9,28,37,65,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Phantom Gray,Gray
756,2015,7,Honda Civic SE Sedan,12489.0,2,1,83650,13,29,37,66,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Modern Steel Metallic,Metallic
757,2019,12,Nissan Sentra SV,13495.0,3,2,30645,6,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Fresh Powder,N/A
758,2019,12,Nissan Sentra SV,13495.0,3,2,33537,7,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Fresh Powder,N/A
759,2019,12,Nissan Sentra SV,13723.0,3,2,25645,5,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Fresh Powder,N/A
760,2019,12,Nissan Sentra SV,13743.0,3,2,31792,7,29,37,66,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Fresh Powder,N/A
761,2019,12,Nissan Sentra SV,13851.0,3,2,29887,6,29,37,66,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Brilliant Silver Metallic,Silver
762,2019,12,Nissan Sentra SV,13939.0,3,2,31705,7,29,37,66,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Brilliant Silver Metallic,Silver
763,2019,13,Kia Soul +,14340.0,3,2,35306,8,25,30,55,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Bright Silver,Silver
764,2020,13,Kia Forte LXS,15375.0,3,2,31323,7,29,40,69,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Clear White,White
765,2015,0,Chevrolet Traverse AWD LTZ,15687.0,3,2,126210,14,16,23,39,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,White,White
766,2019,9,Toyota Corolla L,15691.0,3,2,32062,7,28,36,64,1,1,0,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Super White,White
767,2020,9,Toyota Corolla LE Sedan,15963.0,3,2,36297,8,30,38,68,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Barcelona Red Metallic,Red
768,2019,3,Ford Fusion SE Hybrid,15999.0,3,2,29955,6,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,White,N/A,N/A
770,2020,13,Kia Optima LX,16997.0,4,2,26090,5,24,32,56,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Sparkling Silver,Silver
771,2020,13,Kia Soul S,16999.0,4,2,31541,7,27,33,60,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Inferno Red,Red
772,2020,13,Kia Soul S,17073.0,4,2,36627,8,27,33,60,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Snow White Pearl,White
773,2020,13,Kia Optima LX,17418.0,4,1,33816,7,24,32,56,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Sparkling Silver,Silver
774,2017,0,Chevrolet Malibu LT w/ 1LT,17461.0,4,0,24730,5,27,36,63,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Blue Velvet Metallic,Blue
775,2019,12,Nissan Rogue SV,17998.0,4,2,31160,7,26,33,59,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Magnetic Black Pearl,Black
776,2016,7,Honda CR-V AWD EX,18215.0,5,2,67803,12,25,31,56,1,1,0,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Beige,Mountain Air Metallic,Metallic
777,2019,27,Mitsubishi Outlander SEL,18249.0,5,2,31155,7,24,29,53,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Pearl White,Pearl
778,2019,9,Toyota Camry LE,18447.0,5,2,33491,7,29,41,70,1,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Super White,White
779,2019,12,Nissan Rogue SV,18495.0,5,2,26944,5,26,33,59,1,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Glacier White,White
780,2019,2,Dodge Grand Caravan GT,18529.0,5,2,30853,7,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Octane Red Pearlcoat,Red
781,2019,2,Dodge Grand Caravan GT,18637.0,5,2,32271,7,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Granite Crystal Metallic Clearcoat,Granite
782,2019,12,Nissan Rogue SV,18699.0,5,2,37731,9,25,32,57,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,N/A,Magnetic Black Pearl,Black
783,2019,27,Mitsubishi Outlander SEL,18794.0,5,2,37939,9,24,29,53,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Labrador Black Metallic,Black
784,2019,27,Mitsubishi Outlander SEL,18873.0,5,2,29850,6,24,29,53,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Mercury Gray Metallic,Gray
785,2019,2,Dodge Grand Caravan GT,18999.0,5,2,34215,8,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Billet Silver Metallic Clearcoat,Silver
786,2019,9,Toyota Prius LE,19479.0,5,2,32236,7,0,0,0,1,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,White,N/A,N/A
787,2020,0,Chevrolet Equinox LT,20152.0,6,2,30706,6,25,30,55,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Nightfall Gray Metallic,Gray
788,2017,8,GMC Acadia FWD SLE w/ SLE-2,20188.0,6,2,69579,12,21,26,47,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Quicksilver Metallic,Metallic
789,2019,16,Jeep Compass Limited,20412.0,6,2,15037,3,22,30,52,1,1,0,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Granite Crystal Metallic Clearcoat,Granite
790,2018,19,Acura TLX,20467.0,6,2,53995,11,23,32,55,1,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Ebony,Crystal Black Pearl,Black
791,2020,0,Chevrolet Equinox LT,20583.0,6,2,32714,7,25,30,55,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Nightfall Gray Metallic,Gray
792,2020,0,Chevrolet Equinox LT,20698.0,6,2,29255,6,25,30,55,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Summit White,White
793,2018,19,Acura TLX w/ Technology Package,21250.0,6,2,65080,12,23,32,55,1,1,1,0,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Modern Steel Metallic,Metallic
794,2019,7,Honda Accord Hybrid,22839.0,7,2,17961,3,0,0,0,2,1,1,0,3,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,White,N/A,N/A
795,2021,4,Hyundai Elantra SEL Sedan,22000.0,6,0,1,0,31,41,72,3,1,1,0,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Black,Intense Blue,Blue
796,2020,0,Chevrolet Equinox FWD LT w/ 1LT,24228.0,8,0,3634,1,26,31,57,3,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Cajun Red Tintcoat - Red,Red
797,2019,9,Toyota RAV4 AWD LE,22880.0,7,1,41834,10,27,34,61,1,1,1,1,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Magnetic Gray Metallic,Gray
798,2020,13,Kia Sorento AWD V6,22960.0,7,2,27655,5,0,0,0,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Ebony Black,Ebony
799,2019,12,Nissan Pathfinder SL,24421.0,8,2,53868,11,19,26,45,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Gun Metallic,Metallic
800,2018,7,Honda CR-V AWD EX,24499.0,8,2,35524,8,27,33,60,2,1,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Gray,Basque Red Pearl Ii,Red
801,2020,12,Nissan Pathfinder 4WD SV,25882.0,8,2,26480,5,20,27,47,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Brilliant Silver Metallic,Silver
802,2015,8,GMC Yukon 4x4 Denali,39990.0,12,0,80004,13,15,21,36,1,1,0,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,Crystal Red Tintcoat,Red
803,2019,7,Honda Odyssey EX,26998.0,9,2,45166,10,19,28,47,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Beige,White Diamond Pearl,White
804,2019,12,Nissan Frontier PRO-4X,27944.0,9,2,37965,9,50,50,100,1,1,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Silver,N/A,N/A
805,2019,2,Dodge Durango AWD GT,29706.0,10,2,38125,9,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Billet Metallic Clearcoat,Metallic
806,2019,7,Honda CR-V AWD Touring,30639.0,11,2,17187,3,27,33,60,2,1,0,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Gray,Obsidian Blue Pearl,Blue
807,2019,7,Honda Odyssey EX-L,33079.0,11,2,17313,3,19,28,47,2,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Beige,White Diamond Pearl,White
808,2019,7,Honda Ridgeline AWD RTL,33189.0,11,2,33984,7,5,0,5,2,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,N/A,N/A
809,2019,7,Honda Pilot AWD Touring,36489.0,12,2,26501,5,19,26,45,2,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Crystal Black Pearl,Black
810,2019,20,RAM 1500 4x4 Quad Cab Rebel,36980.0,12,2,48784,11,6,0,6,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Silver,N/A,N/A
811,2019,9,Toyota Tundra SR5,41994.0,13,2,34408,8,5,0,5,1,1,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Gray,N/A,N/A
