,year,brand,make_model,price,price_bin,price_rating,mileage,mileage_15,mpg_city,mpg_highway,combined_mpg,condition,accident,one_owner,drive_type,fuel_type,engine,engine_#,automatic,turbo,electric,transmission,trans_#,interior,exterior,color
1114,2019,0,Chevrolet Silverado 2500 LT,46975.0,13,1,51707,11,6,0,6,1,1,1,1,2,8-Cylinder Turbo,8,1,1,0,6-Speed Automatic,6,White,Information Unavailable,N/A
1116,2015,0,Chevrolet Trax FWD LS,9995.0,1,0,102112,14,26,34,60,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Summit White - White,White
1117,2016,5,Chrysler 200 Limited,10988.0,2,2,89037,13,23,36,59,1,0,0,0,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Bright White Clearcoat,White
1118,2020,3,Ford Fusion SE,19644.0,5,0,0,0,23,34,57,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Magnetic Metallic - Gray,Metallic
1119,2017,2,Dodge Journey AWD Crossroad,17990.0,4,1,69003,12,16,24,40,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Billet Clearcoat,N/A
1120,2020,15,Buick Encore GX FWD Essence,26535.0,9,0,2373,0,26,30,56,3,1,0,0,0,3-Cylinder Turbo,3,1,1,0,Continuously Variable Automatic,0,Beige,Burnished Bronze Metallic - Brown,Metallic
1121,2019,22,BMW 530i xDrive,36987.0,12,2,24491,4,23,33,56,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,White,Mineral White Metallic,White
1123,2010,30,INFINITI QX56 4WD,11995.0,2,1,161716,14,12,17,29,1,0,0,1,0,8-Cylinder,8,1,0,0,5-Speed Automatic,5,N/A,Tuscan Pearl Metallic,Pearl
1126,2020,0,Chevrolet Trax FWD LT w/ 1LT,17586.0,4,0,2108,0,26,31,57,3,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Summit White - White,White
1127,2016,1,Lexus IS 300 AWD,25585.0,8,2,32795,7,19,26,45,1,1,0,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Gray,Gray
1128,2015,7,Honda CR-V AWD EX,14491.0,3,0,140490,14,26,32,58,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Modern Steel Metallic,Metallic
1129,2016,0,Chevrolet Tahoe 4WD LT w/ Luxury Package,34695.0,11,0,91039,14,16,22,38,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Summit White - White,White
1130,2017,2,Dodge Challenger R/T,28500.0,10,1,20781,4,0,0,0,1,1,0,2,0,8-Cylinder,8,0,0,0,Information Unavailable,0,N/A,Red,Red
1132,2020,0,Chevrolet Traverse FWD LT,32842.0,11,0,0,0,18,27,45,3,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Graphite Metallic - Gray,Metallic
1133,2016,0,Chevrolet Silverado 1500 4x4 Crew Cab LT,32995.0,11,2,58304,12,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
1134,2020,7,Honda Odyssey Elite,44448.0,13,0,183,0,19,28,47,3,1,1,0,0,6-Cylinder,6,1,0,0,10-Speed Automatic,10,Mocha,Platinum White,White
1135,2019,0,Chevrolet Equinox FWD LT w/ 1LT,17950.0,4,2,23729,4,26,32,58,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Silver Ice Metallic,Silver
1137,2020,7,Honda Passport AWD Touring,38848.0,12,0,5,0,19,24,43,3,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Gray,Modern Steel Metallic,Metallic
1138,2020,7,Honda CR-V AWD EX-L,30730.0,11,0,4,0,27,32,59,3,1,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Gray,Crystal Black Pearl,Black
1139,2018,7,Honda HR-V AWD EX,18999.0,5,1,55220,11,27,31,58,1,1,1,1,0,4-Cylinder,4,1,0,0,Continuously Variable Automatic,0,Gray,Lunar Silver Metallic,Silver
1140,2017,0,Chevrolet Silverado 1500 4x4 Crew Cab LT,36995.0,12,2,35003,8,5,0,5,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Silver,N/A,N/A
1141,2016,4,Hyundai Tucson SE,15990.0,3,2,31814,7,23,30,53,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Beige,Sedona Sunset,N/A
1142,2017,5,Chrysler Pacifica Touring,21990.0,6,1,33730,7,18,28,46,1,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,N/A,Bright White Clearcoat,White
1143,2020,16,Jeep Cherokee FWD Latitude,28790.0,10,0,10,0,22,31,53,3,1,1,0,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,Billet Silver Metallic Clearcoat,Silver
1144,2020,3,Ford Expedition Max 4WD Limited,71413.0,14,0,0,0,16,21,37,3,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Ebony,Agate Black - Black,Black
1145,2018,16,Jeep Compass 4WD Sport,14588.0,3,1,86627,13,22,30,52,1,1,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Black,White,White
1146,2015,2,Dodge Charger SE w/ Sport Appearance Group,18995.0,5,1,48030,11,19,30,49,1,1,1,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Billet Silver Metallic Clearcoat,Silver
1147,2020,8,GMC Terrain FWD SLE,21715.0,6,0,7,0,26,30,56,3,1,1,0,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Blue Emerald Metallic - Blue,Blue
1148,2020,15,Buick Encore FWD Essence,22730.0,7,0,5669,1,25,30,55,3,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Ebony Twilight Metallic - Black,Ebony
