,0,1,2,3,4,5,6,7,8,9
0,Certified 2019 Ford Escape FWD S,"17,243","9,848",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,21 City / 29 Highway,Agate Black Metallic,Chromite Gray/Charcoal Black
2,Used 2017 Chevrolet Tahoe 4WD Premier,"43,990","69,880",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Iridescent Pearl Tricoat,Cocoa/Dune W/Perforated Leathe
3,Certified 2018 Hyundai Santa Fe AWD Sport,"21,895","11,973",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 26 Highway,Nightfall Blue,Beige
4,Used 2018 Ford F150 XLT,"30,977","15,009",2 wheel drive - rear,8-Cylinder,10-Speed Automatic,Flexible Fuel,20 City / 25 Highway,Race Red,Medium Earth Gray
5,Used 2018 Dodge Challenger SRT Hellcat,"58,989","7,159",2 wheel drive - rear,8-Cylinder Supercharged,8-Speed Automatic,Gasoline,13 City / 22 Highway,Go Mango,Black
6,Used 2020 Ford F350 King Ranch,"78,989","6,527",4 wheel drive,8-Cylinder Turbo,10-Speed Automatic,Diesel,8',Information Unavailable,Star White Metallic Tri-Coat
7,Used 2015 Dodge Challenger Scat Pack,"33,936","26,827",2 wheel drive - rear,8-Cylinder,8-Speed Automatic,Gasoline,15 City / 25 Highway,Sublime Pearl Coat,Black
8,Used 2016 Ford Mustang Coupe,"19,381","59,198",2 wheel drive - rear,4-Cylinder Turbo,6-Speed Shiftable Automatic,Gasoline,21 City / 31 Highway,Triple Yellow Tri-Coat,Ebony
9,Used 2019 Ford EcoSport 4WD S,"15,977","13,144",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Shadow Black,Medium Stone
10,Used 2018 MINI Cooper Countryman S ALL4,"27,946","20,854",All wheel drive,4-Cylinder Turbo,6-Speed Shiftable Automatic,Gasoline,21 City / 31 Highway,Light White,Carbon Black
11,Used 2017 Dodge Challenger SXT w/ Sound Group,"25,000","10,541",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Torred Clearcoat,Black
12,Used 2017 Ford Explorer 4WD XLT,"26,500","28,770",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Shadow Black,Ebony Black
13,Certified 2020 Hyundai Venue SEL,"17,319","5,475",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 34 Highway,Black Noir Pearl,Black
14,Certified 2020 Hyundai Santa Fe AWD SEL w/ Cargo Package,"31,900","3,141",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,20 City / 26 Highway,Twilight Black,Black/Black
15,Used 2014 Volkswagen Jetta TDI Sedan,"11,397","69,419",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Diesel,29 City / 37 Highway,Black,Black/Carbon
16,Used 2015 Honda Odyssey EX-L,"20,263","54,291",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 27 Highway,Black,Gray
17,Used 2018 GMC Sierra 1500 Denali,"50,350","7,554",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Onyx Black
18,Used 2018 Ford EcoSport 4WD Titanium,"18,591","19,079",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Lightning Blue Metallic,Medium Stone
19,Used 2017 MAZDA CX-5 AWD Grand Touring,"23,991","20,940",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Soul Red Crystal Metallic,Parchment
20,Certified 2019 Honda Civic EX Coupe,"20,298","5,681",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Platinum White Pearl,Ivory
21,Certified 2018 Honda Accord 1.5T Sport,"23,779","18,640",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,San Marino Red,Black
22,Certified 2019 Honda Civic Type R Hatchback,"39,481","1,789",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,22 City / 28 Highway,Championship White,Black/Red
23,Used 2017 RAM 1500 Tradesman,"28,990","24,078",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",15 City / 21 Highway,Silver
24,Used 2017 RAM 1500 SLT,"32,990","11,721",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",15 City / 21 Highway,White
25,Used 2014 Chevrolet Corvette Stingray Coupe,"38,590","34,047",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 27 Highway,Blue,Black
26,Used 2016 Ford C-MAX SEL,"14,731","22,555",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,40 City / 36 Highway,Magnetic
27,Used 2016 Kia Sedona LX w/ LX Convenience Package,"16,920","51,222",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Gold,Camel Beige
28,Used 2017 Lexus CT 200h,"21,999","19,392",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,43 City / 40 Highway,White
29,Used 2019 BMW 530i xDrive,"37,987","24,491",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 33 Highway,Mineral White Metallic,Ivory White
30,Used 2016 Ford Fusion SE,"12,995","47,110",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 33 Highway,Tan,Black
31,Used 2020 Hyundai Sonata SEL Plus w/ Tech Package,"22,900","9,906",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 36 Highway,Hampton Gray,Black
32,Used 2017 Chevrolet Camaro LT Coupe w/ 2LT,"25,648","10,400",2 wheel drive - rear,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 31 Highway,Silver,Jet Black
33,Used 2020 MAZDA MAZDA6 Touring,"22,988","4,546",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,Soul Red Crystal Metallic,Black
34,Used 2017 Mercedes-Benz GLC 300 4MATIC,"27,988","24,627",All wheel drive,4-Cylinder Turbo,9-Speed Automatic,Gasoline,21 City / 28 Highway,Iridium Silver Metallic,Black
35,Used 2020 Chevrolet Blazer AWD LT w/ 2LT,"30,980","6,482",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 25 Highway,Summit White,Jet Black
36,Used 2015 Chevrolet Tahoe 4WD LTZ,"32,995","94,487",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Champagne Silver Metallic - Gold,Cocoa/Dune Leather
37,Used 2019 Toyota RAV4 AWD Adventure,"31,988","6,234",All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,25 City / 33 Highway,Ruby Flare Pearl,Black
38,Certified 2017 Mercedes-Benz GLC 43 AMG 4MATIC,"43,488","28,936",All wheel drive,6-Cylinder Turbo,9-Speed Automatic,Gasoline,18 City / 24 Highway,Polar White,Black
39,Used 2012 Ford Escape 4WD Hybrid,"10,521","73,106",4 wheel drive,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,30 City / 27 Highway,Lime Squeeze Metallic
40,Used 2017 Ford Focus SE Sedan,"12,676","27,636",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Oxford White,Charcoal Black
41,Used 2017 Ford Focus SE Sedan,"13,689","16,184",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Ruby Red Metallic Tinted Clearcoat,Charcoal Black
42,Certified 2018 Ford Focus SE Hatchback,"14,463","12,306",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,26 City / 38 Highway,Shadow Black,Charcoal Black
44,Used 2019 Ford Fusion S,"16,672","6,962",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 31 Highway,Magnetic Metallic,Medium Light Stone
45,Used 2017 Kia Optima EX,"17,588","26,739",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 34 Highway,Ebony Black,Black
46,Used 2018 Chevrolet Equinox FWD LT w/ 1LT,"17,977","27,762",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Nightfall Gray Metallic,Jet Black
47,Used 2016 Ford Taurus SEL,"17,998","15,311",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,18 City / 27 Highway,White Platinum Metallic Tri-Coat,Charcoal Black
48,Used 2018 Chevrolet Equinox FWD LT w/ 1LT,"18,977","19,970",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Mosaic Black Metallic,Jet Black
49,Used 2017 Ford Escape FWD Titanium,"19,366","25,331",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Magnetic Metallic,Charcoal Black
50,Certified 2020 Ford Escape FWD S,"21,489","4,622",2 wheel drive - front,3-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 33 Highway,Magnetic Metallic,Dark Earth Gray
51,Used 2016 Dodge Charger SXT,"22,332","30,667",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Jazz Blue Pearlcoat,Black
52,Used 2018 Lincoln MKZ Premiere,"23,741","7,957",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 31 Highway,White Platinum Metallic Tri-Coat,Cappuccino
53,Certified 2018 Ford Escape 4WD Titanium,"23,922","15,602",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Shadow Black,Charcoal Black
55,Used 2018 Ford Escape 4WD Titanium,"23,989","9,985",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Magnetic Metallic,Charcoal Black
56,Certified 2018 Ford Edge FWD Titanium,"28,485","4,622",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 26 Highway,Shadow Black,Ebony
57,Used 2020 Ford Escape FWD SEL,"28,497","2,515",2 wheel drive - front,3-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 33 Highway,Agate Black,Ebony
58,Used 2020 Ford Escape 4WD SEL,"29,622","5,034",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Oxford White,Sandstone
59,New 2021 Jeep Cherokee 4WD Latitude Plus,"31,845MSRP",15,4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,21 City / 29 Highway,Velvet Red Pearlcoat,Ski Gray/Black
60,Used 2016 Dodge Journey FWD SE,"14,995","19,500",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,19 City / 25 Highway,Red,Black
61,Used 2014 Ford F150 Lariat,"29,989","57,778",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,14 City / 19 Highway,White Platinum Metallic Tri-Coat,Pale Adobe
62,Used 2020 Ford Escape 4WD Titanium,"29,994","2,646",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Rapid Red Metallic Tinted Clearcoat,Ebony Black
63,Used 2020 Ford Escape 4WD Titanium,"30,877","4,842",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Agate Black,Sandstone
64,Used 2020 Ford Escape 4WD Titanium,"30,977","3,508",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Star White Metallic Tri-Coat,Sandstone
65,Certified 2018 Ford F150 XLT,"33,995","17,706",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"6'6""",18 City / 23 Highway,Magnetic Metallic
67,Used 2016 Nissan NV200 SV,"16,000","51,436",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,24 City / 26 Highway,Fresh Powder,Gray
68,Certified 2020 Ford Ranger XLT,"34,316","4,725",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,5',20 City / 24 Highway,Iconic Silver Metallic
69,Certified 2018 Ford F150 XL,"34,914","13,056",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Magnetic Metallic
71,Certified 2018 Ford F150 XLT,"36,994","8,195",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Race Red
72,Used 2019 Ford F150 XL,"37,614","9,481",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Ingot Silver Metallic,Black
73,Used 2020 Ford Explorer 4WD XLT,"38,944","4,871",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,20 City / 27 Highway,Rich Copper Metallic Tinted Clearcoat,Ebony
74,Used 2020 Ford Explorer 4WD XLT,"38,977","6,438",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,20 City / 27 Highway,Agate Black Metallic,Sandstone
75,Used 2019 Ford F150 XLT,"39,798","2,677",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Oxford White
76,Certified 2019 Ford F150 XLT,"39,995","9,943",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,Ingot Silver Metallic,Black
78,Used 2019 Buick Enclave FWD Avenir,"40,982","9,497",2 wheel drive - front,6-Cylinder,9-Speed Automatic,Gasoline,18 City / 26 Highway,White Frost Tricoat,Brandy
79,Used 2020 Ford F250 XL,"45,777","6,436",4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,Information Unavailable,Iconic Silver Metallic,Medium Earth Gray
80,Used 2017 Ford Fusion SE,"16,250","33,336",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Ingot Silver,Ebony
81,Used 2019 Honda Civic LX Sedan,"19,375","6,842",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Lunar Silver Metallic,Black
82,Used 2019 Honda Civic Sport Sedan,"19,784","14,330",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Aegean Blue Metallic,Black
83,Used 2018 Jeep Compass 4WD Limited,"22,000","22,378",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Billet Silver Metallic Clearcoat,Ski Gray/Black
84,Used 2017 Ford Explorer 4WD XLT,"26,000","40,418",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Blue Jeans Metallic,Medium Light Camel
85,Used 2017 Lincoln MKX AWD Reserve,"30,000","25,630",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Burgundy Velvet Metallic Tinted Clearcoat,Ebony
86,Used 2017 Ford F150 XLT,"37,000","18,135",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,"5'6""",17 City / 23 Highway,Blue
87,Used 2020 Jeep Wrangler 4WD Unlimited Sahara,"41,775","7,787",4 wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,Information Unavailable,Bright White Clearcoat,Black
88,Used 2015 Ford Escape FWD SE,"14,363","44,731",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 30 Highway,Magnetic,Medium Light Stone
89,Used 2020 Toyota Corolla LE Sedan,"18,279",335,2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,30 City / 38 Highway,Celestite,Light Gray
90,Used 2017 Chevrolet Traverse AWD Premier,"26,688","58,141",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 22 Highway,Mosaic Black Metallic,Ebony
91,Used 2012 Jeep Wrangler 4WD Sport,"22,990","49,400",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,17 City / 21 Highway,Burgundy,Black
92,Certified 2020 Hyundai Kona FWD SEL,"18,494","12,251",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,27 City / 33 Highway,Ultra Black,Gray/Black
93,Used 2020 Hyundai Tucson FWD SE,"20,497","8,400",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 28 Highway,Dusk Blue,Black
94,Certified 2020 Hyundai Santa Fe FWD SEL,"24,688","11,824",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,22 City / 29 Highway,Machine Gray,Black/Beige
95,Used 2020 Hyundai Sonata Limited,"29,180",43,2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,27 City / 36 Highway,Phantom Black,Dark Gray/Camel
96,Used 2017 Chevrolet Colorado LT,"30,395","22,086",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Graphite Metallic
97,Certified 2017 Kia Sedona LX,"17,471","52,312",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Clear White,Camel
99,Used 2018 Ford F150 XLT,"34,295","4,915",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Magnetic Metallic
100,Used 2020 Jaguar F-PACE Checkered Flag,"49,995","6,538",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 27 Highway,Santorini Black Metallic,Ebony
101,Used 2013 Dodge Avenger SE,"8,726","73,637",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,21 City / 28 Highway,White,Light Frost Beige/Black
102,Used 2017 Ford Fusion SE,"18,238","29,738",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 31 Highway,Black,Ebony
103,Used 2018 Toyota Camry SE,"22,570","5,227",2 wheel drive - front,4-Cylinder,8-Speed Automatic,Gasoline,29 City / 41 Highway,Predawn Gray Mica,Ash
104,Used 2007 Chevrolet Corvette Coupe,"23,052","55,236",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,15 City / 25 Highway,Silver,Ebony
105,Used 2014 Acura TL SH-AWD,"15,491","63,630",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 26 Highway,Silver Moon,Ebony
106,Used 2017 Volkswagen Passat 1.8T SE,"15,991","26,309",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Reef Blue Metallic,Titan Black
107,Used 2019 Buick Encore FWD Preferred,"17,991","4,265",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Winterberry Red Metallic,Ebony
108,Used 2017 Kia Sorento LX,"18,791","39,046",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 25 Highway,Platinum Graphite,Satin Black
109,Used 2018 Chevrolet Equinox FWD LT w/ 1LT,"18,991","16,105",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Pepperdust Metallic,Jet Black
110,Used 2017 Ford Escape 4WD Titanium,"19,491","26,377",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 28 Highway,Oxford White,Charcoal Black
111,Used 2017 Toyota Camry LE,"19,491","15,816",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,42 City / 38 Highway,Predawn Gray Mica
112,Used 2018 Kia Niro EX,"19,791","24,825",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Hybrid Gas/Electric,Information Unavailable,51 City / 46 Highway,Snow White Pearl
113,Used 2018 Chevrolet Equinox AWD LT w/ 1LT,"20,491","20,121",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Silver Ice Metallic,Jet Black
114,Used 2017 MAZDA CX-5 AWD Touring,"21,291","12,198",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 29 Highway,Soul Red Crystal Metallic,Black
115,Used 2020 Chevrolet Equinox LT,"22,591","13,476",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Satin Steel Metallic,Jet Black
116,Used 2018 Ford Edge FWD Titanium,"24,991","29,121",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 29 Highway,Lightning Blue Metallic,Dune
117,Used 2020 Ford Mustang Coupe,"25,691","5,715",2 wheel drive - rear,4-Cylinder Turbo,Information Unavailable,Gasoline,Information Unavailable,Race Red,Ebony
118,Used 2017 Lexus IS 300 AWD,"28,691","37,951",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 26 Highway,Atomic Silver,Black
119,Used 2015 Hyundai Santa Fe FWD Sport w/ Option Group 02,"14,895","65,671",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 27 Highway,Mineral Gray,Gray
120,New 2020 Hyundai Elantra GT Hatchback,"18,495",0,2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 32 Highway,Ceramic White,Beige
121,Used 2020 Chevrolet Silverado 1500 4x4 Crew Cab Custom,"39,991",693,4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Summit White
122,Used 2017 MAZDA MX-5 Miata RF Grand Touring,"24,995","3,583",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,Machine Gray,Auburn
123,Used 2017 Jeep Wrangler 4WD Sport,"26,995","17,481",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,16 City / 21 Highway,Black Clearcoat,Black
124,Certified 2019 Honda Fit LX,"15,741","3,708",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,33 City / 40 Highway,Platinum White,Black
125,Certified 2017 Honda Civic EX Sedan,"18,276","22,435",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Rallye Red,Black
126,Used 2019 Ford Fusion SE,"17,300","36,221",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Ruby Red Metallic Tinted Clearcoat,Medium Light Stone
127,Certified 2018 Honda Civic Si Sedan,"22,832","13,258",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,28 City / 38 Highway,Red,Black
128,Used 2016 Toyota Highlander Limited Platinum,"30,499","43,265",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,Blizzard Pearl,Black
129,Used 2018 Toyota Highlander SE,"33,699","15,029",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,20 City / 26 Highway,Toasted Walnut Pearl,Black
130,Used 2016 Chevrolet Colorado 2WD Extended Cab W/T,"20,990","33,038",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,"6'2""",18 City / 25 Highway,Silver
131,Used 2017 Chevrolet Colorado 2WD Extended Cab W/T,"22,590","12,097",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,"6'2""",20 City / 26 Highway,Brown
132,Used 2014 Dodge Challenger R/T w/ R/T Redline Group,"23,990","42,347",2 wheel drive - rear,8-Cylinder,5-Speed Automatic,Gasoline,15 City / 24 Highway,Black,Black
133,Used 2012 Toyota Tacoma 2WD Double Cab PreRunner,"24,990","28,722",2 wheel drive - rear,6-Cylinder,5-Speed Automatic,Gasoline,5',17 City / 21 Highway,Silver
134,Used 2011 Chevrolet Tahoe LTZ,"24,990","64,839",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,15 City / 21 Highway,Gray,Black
135,Used 2016 RAM 1500 Express,"26,590","20,999",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",16 City / 23 Highway,Black
136,Used 2013 Chevrolet Silverado 1500 2WD Crew Cab LTZ,"26,590","56,739",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",15 City / 21 Highway,White
137,Used 2019 Dodge Challenger GT w/ Blacktop Package,"27,990","4,471",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Red,Black
138,Used 2014 Chevrolet Silverado 1500 4x4 Regular Cab LT,"30,590","32,911",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,8',17 City / 22 Highway,Black
139,Used 2014 Toyota Tundra 4x4 Double Cab SR5,"30,990","49,139",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'6""",13 City / 17 Highway,Red
140,Used 2017 Chevrolet Silverado 1500 LT w/ Z71,"31,990","15,492",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",16 City / 22 Highway,Red
141,Used 2018 Chevrolet Silverado 1500 LT w/ Z71,"31,990","15,434",4 wheel drive,6-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",17 City / 22 Highway,Black
142,Used 2017 Chevrolet Silverado 1500 LT w/ Z71,"31,990","28,487",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",16 City / 22 Highway,Silver
143,Used 2014 Ford F150 FX4,"32,990","43,028",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,14 City / 19 Highway,Red,Black
144,Used 2017 Jeep Wrangler 4WD Unlimited Sport,"32,990","26,451",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Blue,Black
145,Used 2018 Toyota 4Runner SR5,"33,990","11,855",2 wheel drive - rear,6-Cylinder,5-Speed Automatic,Gasoline,17 City / 21 Highway,Gray,Dk. Gray
146,Used 2015 Toyota Tundra 4x4 CrewMax SR5,"34,990","37,901",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Gray
147,Used 2014 Chevrolet Malibu LT,"10,795","94,327",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,25 City / 36 Highway,Crystal Red Tintcoat - Red,Cocoa/Light Neutral Cloth
148,Used 2019 Jeep Grand Cherokee Limited,"31,988","39,509",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Velvet Red,Black Leather
149,Used 2019 GMC Sierra 1500 4x4 Double Cab Elevation,"39,990","8,008",4 wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,"6'7""",19 City / 22 Highway,Black
150,Used 2018 Toyota Tundra 4x4 CrewMax SR5,"43,590","15,251",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",13 City / 17 Highway,Gray
151,Used 2020 GMC Sierra 1500 4x4 Crew Cab Denali,"59,990","1,041",4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Gray
152,Used 2016 Kia Soul +,"12,738","56,771",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,24 City / 31 Highway,White,Black
153,Used 2017 Kia Sorento LX,"17,999","33,859",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 25 Highway,Sangria,Satin Black
154,New 2021 Kia Sportage FWD LX,"28,625MSRP",13,2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,23 City / 30 Highway,Black Cherry Pearl,Black
155,Used 2017 Kia Sedona LX,"18,698","29,122",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 24 Highway,White,Camel
156,Used 2020 Nissan Altima 2.5 S,"18,758","13,911",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,28 City / 39 Highway,Gray,Charcoal
